,Title,Lyric,Age Class tag,processed_lyric,cluster
263,Lirik Lagu Karena Kamu Cuma Satu - Naif,"kau yang paling setia, kau yang teristimewa kau yang aku cinta, cuma engkau saja dari semua pria aku yang juara dari semua wanita kau yang paling sejiwa denganmu semua air mata menjadi tawa suara ria akankah kau selalu ada menemani dalam suka duka denganmu aku bahagia, denganmu semua ceria janganlah kau berpaling dariku karena kamu cuma satu untukku kau satu-satunya dan tak ada dua apalagi tiga, cuma engkau saja denganmu semua air mata menjadi tawa suara ria akankah kau selalu ada menemani dalam suka duka denganmu aku bahagia, denganmu semua ceria janganlah kau berpaling dariku karena kamu cuma satu untukku kau satu-satunya dan tak ada dua apalagi tiga, cuma engkau saja dari semua pria aku yang juara aku yang juara dari semua wanita kau yang paling sejiwa denganmu semua air mata menjadi tawa suara ria akankah kau selalu ada menemani dalam suka duka denganmu aku bahagia, denganmu semua ceria janganlah kau berpaling dariku karena kamu cuma satu untukku untukku, untukku, untukku, untukku",remaja,kau yang paling setia kau yang istimewa kau yang aku cinta cuma engkau saja dari semua pria aku yang juara dari semua wanita kau yang paling jiwa dengan semua air mata jadi tawa suara ria akan kau selalu ada tani dalam suka duka dengan aku bahagia dengan semua ceria jangan kau paling dari karena kamu cuma satu untuk kau satu dan tak ada dua apalagi tiga cuma engkau saja dengan semua air mata jadi tawa suara ria akan kau selalu ada tani dalam suka duka dengan aku bahagia dengan semua ceria jangan kau paling dari karena kamu cuma satu untuk kau satu dan tak ada dua apalagi tiga cuma engkau saja dari semua pria aku yang juara aku yang juara dari semua wanita kau yang paling jiwa dengan semua air mata jadi tawa suara ria akan kau selalu ada tani dalam suka duka dengan aku bahagia dengan semua ceria jangan kau paling dari karena kamu cuma satu untuk untuk untuk untuk untuk,3
264,Lirik Lagu Merenda Kasih - Angel Pieters,"saat bintang datang, tampak jelas di awan ingin ku menggapai kejora kan ku peluk sungguh menghapus duka di diri ini bila cinta memang harus memilih katakanlah pasti kepadaku dia atau daku kasih dapatkan cintamu takkan ku ingkari kenyataan yang ada tiada lelahku menanti dan tunggu harapan yang dulu kau janjikan namun sampai kapan ku harus selalu begini kasih bila cinta memang harus memilih katakanlah pasti kepadaku dia atau daku kasih dapatkan cintamu takkan ku ingkari kenyataan yang ada dan bila kita memang harus berpisah oh kekasihku biarkan aku dengan cintaku, dengan jalanku kan ku ukir manis kenangan kasih kita dia atau daku kasih dapatkan cintamu takkan ku ingkari kenyataan yang ada (kepadaku)dia atau daku kasih dapatkan cintamu kan ku ukir manis kenangan kasih kita, kenangan kasih kita, kita
",remaja,saat bintang datang tampak jelas di awan ingin ku gapai kejora kan ku peluk sungguh hapus duka di diri ini bila cinta memang harus pilih kata pasti kepada dia atau daku kasih dapat cinta tak ku ingkar nyata yang ada tiada lelah nanti dan tunggu harap yang dulu kau janji namun sampai kapan ku harus selalu begini kasih bila cinta memang harus pilih kata pasti kepada dia atau daku kasih dapat cinta tak ku ingkar nyata yang ada dan bila kita memang harus pisah oh kasih biar aku dengan cinta dengan jalan kan ku ukir manis kenang kasih kita dia atau daku kasih dapat cinta tak ku ingkar nyata yang ada kepada dia atau daku kasih dapat cinta kan ku ukir manis kenang kasih kita kenang kasih kita kita,1
265,Lirik Lagu Mustahil Tuk Bersama - Geisha,"jangan memaksa lagi cinta ini bersemi lelah aku tersiksa tutup semua cerita waktu yang telah berlalu tak akan ada jalan jika harus berpisah ya sudahlah jika harus menagis menangislah tutup semua cerita waktu yang telah berlalu tak mungkin ada jalan tak usah lagi keluhkan dan jangan kita bertengkar lagi jika harus berpisah ya sudahlah jika harus menagis menangislah tak perlu ada tanya ya sudahlah semua tau kisah kita hubungan ini mustahil tuk bersama luka jiwaku mengiklaskan kau pergi bukan keinginanku lepas dari cintamu kulepas dari cintamu jika harus berpisah ya sudahlah jika harus menagis menangislah(tak perlu ada tanya ya sudahlah)tuhan tau kisah kita hubungan ini berat untuk bersama semua tau aku dan kamu mustahil tuk bersama
",remaja,jangan paksa lagi cinta ini semi lelah aku siksa tutup semua cerita waktu yang telah lalu tak akan ada jalan jika harus pisah ya sudah jika harus menagis menang tutup semua cerita waktu yang telah lalu tak mungkin ada jalan tak usah lagi keluh dan jangan kita tengkar lagi jika harus pisah ya sudah jika harus menagis menang tak perlu ada tanya ya sudah semua tau kisah kita hubung ini mustahil tuk sama luka jiwa mengiklaskan kau pergi bukan ingin lepas dari cinta lepas dari cinta jika harus pisah ya sudah jika harus menagis menang tak perlu ada tanya ya sudah tuhan tau kisah kita hubung ini berat untuk sama semua tau aku dan kamu mustahil tuk sama,2
266,Lirik Lagu Nuansa Bening - Vidi Aldiano,"oh..tiada yang hebat dan mempesona ketika kau lewat di hadapanku biasa saja...waktu perkenalan lewatlah sudah ada yang menarik pancaran diri terus mengganggu mendengar cerita sehari-hari yang wajar tapi tetap mengasyikkan kini terasa sungguh semakin engkau jauh semakin terasa dekat akan ku kembangkan kasih yang kau tanam di dalam hatiku oh, tiada kejutan pesona diri pertama kujabat jemari tanganmu biasa saja...masa pertalian terjalin sudah ada yang menarik bayang-bayangmu tak mau pergi dirimu nuansa-nuansa ilham hamparan laut tiada bertepi menatap nuansa-nuansa bening tulusnya doa bercinta
",remaja,oh tiada yang hebat dan pesona ketika kau lewat di hadap biasa saja waktu kenal lewat sudah ada yang tarik pancar diri terus ganggu dengar cerita hari yang wajar tapi tetap asyik kini asa sungguh makin engkau jauh makin asa dekat akan ku kembang kasih yang kau tanam di dalam hati oh tiada kejut pesona diri pertama jabat jemari tangan biasa saja masa tali jalin sudah ada yang tarik bayang tak mau pergi diri nuansa ilham hampar laut tiada tepi tatap nuansa bening tulus doa cinta,3
267,Lirik Lagu Pagi Ceria - Alika,"cerah pagi ceria ku ayunkan langkah kakiku burung-burung berkicau riang embun pagi sejukkan hati di balik indahnya mentari ku melihat senyuman itu menyapaku getarkan aku bisikkan cinta dalam hatiku bahagia berdua saling bercanda bersama hadirmu senyum darimu melagukan indah pagi ceria anganku kian membara bila ku ingat hari bahagia kau aku jalan bersama menjalin kasih kita berdua bisik suaramu getarkan rasa tatap matamu debarkan jantungku dirimu hadirmu jalinkan indah di hatiku, hatiku ooo bisik suaramu getarkan rasa tatap matamu debarkan jantungku dirimu hadirmu jalinkan indah di hatiku, hatiku ooo anganku kian membara bila ku ingat hari bahagia kau aku jalan bersama menjalin kasih kita berdua anganku kian membara bila ku ingat hari bahagia",remaja,cerah pagi ceria ku ayun langkah kaki burung kicau riang embun pagi sejuk hati di balik indah mentari ku lihat senyum itu sapa getar aku bisik cinta dalam hati bahagia dua saling canda sama hadir senyum dari lagu indah pagi ceria angan kian bara bila ku ingat hari bahagia kau aku jalan sama jalin kasih kita dua bisik suara getar rasa tatap mata debar jantung diri hadir jalin indah di hati hati ooo bisik suara getar rasa tatap mata debar jantung diri hadir jalin indah di hati hati ooo angan kian bara bila ku ingat hari bahagia kau aku jalan sama jalin kasih kita dua angan kian bara bila ku ingat hari bahagia,0
268,Lirik Lagu Pangeran Cinta - Dewa 19,"detik-detik berganti dengan detik menit pun silih berganti hari-hari pun terus berganti bulan-bulan juga terus berganti jaman-jaman pun terus berubah hidup ini juga pasti mati semua ini pasti akan musnah tetapi tidak cintaku padamu karena aku sang pangeran cinta malam malam diganti dengan pagi pagi pun jadi siang tahun-tahun pun berganti abad yang muda pun pasti menjadi tua musim-musim pun terus berganti hidup ini juga pasti mati tak akan ada yang abadi tak akan ada yang kekal 
",remaja,detik ganti dengan detik menit pun silih ganti hari pun terus ganti bulan juga terus ganti jaman pun terus ubah hidup ini juga pasti mati semua ini pasti akan musnah tetapi tidak cinta pada karena aku sang pangeran cinta malam malam ganti dengan pagi pagi pun jadi siang tahun pun ganti abad yang muda pun pasti jadi tua musim pun terus ganti hidup ini juga pasti mati tak akan ada yang abadi tak akan ada yang kekal,0
269,Lirik Lagu Aku Yang Tersakiti - Judika,pernahkah kau merasa jarak antara kita kini semakin terasa setelah kau kenal dia aku tiada percaya teganya kau putuskan indahnya cinta kita yang tak ingin ku akhiri kau pergi tinggalkanku tak pernahkah kau sadari akulah yang kau sakiti engkau pergi dengan janjimu yang telah kau ingkari oh tuhan tolonglah aku hapuskan rasa cintaku akupun ingin bahagia walau tak bersama dia memang tak 'kan mudah bagiku 'tuk lupakan segalanya aku pergi untuk dia tak pernahkah kau sadari akulah yang kau sakiti engkau pergi dengan janjimu yang telah kau ingkari oh tuhan tolonglah aku hapuskan rasa cintaku akupun ingin bahagia walau tak bersama dia... dia...oh tuhan tolonglah aku hapuskan rasa cintaku akupun ingin bahagia walau tak bersama dia,remaja,pernah kau rasa jarak antara kita kini makin asa telah kau kenal dia aku tiada percaya tega kau putus indah cinta kita yang tak ingin ku akhir kau pergi tinggal tak pernah kau sadar aku yang kau sakit engkau pergi dengan janji yang telah kau ingkar oh tuhan tolong aku hapus rasa cinta aku ingin bahagia walau tak sama dia memang tak kan mudah bagi tuk lupa segala aku pergi untuk dia tak pernah kau sadar aku yang kau sakit engkau pergi dengan janji yang telah kau ingkar oh tuhan tolong aku hapus rasa cinta aku ingin bahagia walau tak sama dia dia oh tuhan tolong aku hapus rasa cinta aku ingin bahagia walau tak sama dia,3
270,Lirik Lagu Pelampiasan Hasrat - dmasiv,"maafkan ku tak bisa seutuhnya mencintaimu maafkan selama ini hanya tubuhku yang kau milikku karena seluruh hatiku hanya untuk dirinya ku tak bermaksud buatmu terluka saat aku butuhkau memang sangat berguna namun hati ini takkan pernah bisa berbohong sesungguhnya diriku tak pernah harapkanmu kau hanya jadi pelampiasan hasrat karena hanya dia yang bisa membuatku hidup di saat hati ini serasa mati bayangkan apa bila menjauhiku sumpah aku tak ingin itu terjadi kepadaku, kepadaku
",remaja,maaf ku tak bisa utuh cinta maaf lama ini hanya tubuh yang kau milik karena seluruh hati hanya untuk diri ku tak maksud buat luka saat aku butuhkau memang sangat guna namun hati ini tak pernah bisa bohong sungguh diri tak pernah harap kau hanya jadi lampias hasrat karena hanya dia yang bisa buat hidup di saat hati ini serasa mati bayang apa bila jauh sumpah aku tak ingin itu jadi kepada kepada,1
271,Lirik Lagu Penyesalan Terdalam - Geisha,"mungkin ku hanya menyesal saat kau pergi tapi ku terlanjur bekata meski ku hanya relakan segalanya pergi hatiku tertinggal di sana ku minta kau kembalilah di hatiku kembalilah tak dapatkah kau artikan penyesalan untuk yang terdalam hanya untuk dirimu semua terucap di saat ku gundah meski ku hanya relakan segalanya pergi hatiku tertinggal di sana ku minta kau kembalilah di hatiku kembalilah tak dapatkah kau artikan penyesalan untuk yang terdalam hanya untuk dirimu semua terucap di saat ku gundah penyesalan untuk yang terucap memilih tak berkata akhirnya ku butuh dirimu ku minta kau kembalilah di hatiku kembalilah tak dapatkah kau artikan penyesalan untuk yang terdalam hanya untuk dirimu semua terucap di saat ku gundah penyesalan untuk yang terucap memilih tak berkata akhirnya ku butuh dirimu
",remaja,mungkin ku hanya sesal saat kau pergi tapi ku lanjur bekata meski ku hanya rela segala pergi hati tinggal di sana ku minta kau kembali di hati kembali tak dapat kau arti sesal untuk yang dalam hanya untuk diri semua ucap di saat ku gundah meski ku hanya rela segala pergi hati tinggal di sana ku minta kau kembali di hati kembali tak dapat kau arti sesal untuk yang dalam hanya untuk diri semua ucap di saat ku gundah sesal untuk yang ucap pilih tak kata akhir ku butuh diri ku minta kau kembali di hati kembali tak dapat kau arti sesal untuk yang dalam hanya untuk diri semua ucap di saat ku gundah sesal untuk yang ucap pilih tak kata akhir ku butuh diri,3
272,Lirik Lagu Perbedaan - Ari Lasso,"sendiri resapi heningnya malam ini tanpamu disini hatiku sunyi berharap engkau kembali mengisi hari bersama lagi segala perbedaan itu membuatmu jauh dariku biarlah sang waktu menjaga cintamu nyalakanlah api cinta membakar ragu yang ada ku kan selalu setia hingga saat tiba perpisahan ini hanya tuk sementara sabarlah menanti usah gelisah
",remaja,sendiri resap hening malam ini tanpa sini hati sunyi harap engkau kembali isi hari sama lagi segala beda itu buat jauh dari biar sang waktu jaga cinta nyala api cinta bakar ragu yang ada ku kan selalu setia hingga saat tiba pisah ini hanya tuk sementara sabar nanti usah gelisah,1
273,Lirik Lagu Percayalah feat. Afgan - Raisa,aku yang tak akan melepaskan kamu yang mengenggam hatiku kita tak kan mungkin terpisahkan biarlah terjadi apapun yang terjadi aku yang tak bisa melepaskan kamu yang miliki hatiku walau terlalu cepat bagi kita berdua untuk mengatakan selamanya kita akan bersama melewati segalanya yang dapat pisahkan kita berdua selamanya kita akan bersama tak kan ada keraguan kini dan nanti percayalah aku yang tak bisa melepaskan kamu yang mengenggam hatiku walau mungkin terlalu cepat bagi kita berdua untuk mengatakan selamanya kita akan bersama melewati segalanya yang dapat pisahkan kita berdua selamanya kita akan bersama tak kan ada keraguan kini dan nanti percayalah hanya dirimu satu-satunya tercipta untukku,remaja,aku yang tak akan lepas kamu yang mengenggam hati kita tak kan mungkin pisah biar jadi apa yang jadi aku yang tak bisa lepas kamu yang milik hati walau terlalu cepat bagi kita dua untuk kata lama kita akan sama lewat segala yang dapat pisah kita dua lama kita akan sama tak kan ada ragu kini dan nanti percaya aku yang tak bisa lepas kamu yang mengenggam hati walau mungkin terlalu cepat bagi kita dua untuk kata lama kita akan sama lewat segala yang dapat pisah kita dua lama kita akan sama tak kan ada ragu kini dan nanti percaya hanya diri satu cipta untuk,0
274,Lirik Lagu Pupus - Dewa 19,"aku tak mengerti, apa yang kurasa rindu yang tak pernah begitu hebatnya aku mencintaimu lebih dari yang kau tau meski kau takkan pernah tau aku persembahkan hidupku untukmu telah ku relakan, hatiku padamu namun kau masih bisu, diam seribu bahasa dan hati kecilku bicara baru kusadari cintaku bertepuk sebelah tangan kau buat remuk seluruh hatiku semoga aku akan memahami sisi hatimu yang beku semoga akan datang keajaiban hingga kau pun maua aku mencintaimu lebih dari yang kau tau meski kau takkan pernah tau
",remaja,aku tak erti apa yang rasa rindu yang tak pernah begitu hebat aku cinta lebih dari yang kau tau meski kau tak pernah tau aku sembah hidup untuk telah ku rela hati pada namun kau masih bisu diam ribu bahasa dan hati kecil bicara baru sadar cinta tepuk belah tangan kau buat remuk seluruh hati moga aku akan paham sisi hati yang beku moga akan datang ajaib hingga kau pun maua aku cinta lebih dari yang kau tau meski kau tak pernah tau,3
275,Lirik Lagu Rahasia Perempuan - Ari Lasso,"ada satu bagian pada perempuan yang sangatlah peka bila disentuh oleh lelaki dimanakah bagian itu maukah kau tahu karna bagian itu hanya untuk lelaki yang cukup umur karna bagian itu sungguh sangat bisa buat perempuan dimabuk kepayang, dimabuk asmara di manakah bagian itu maukah kau tahu sentuhlah dia tepat di hatinya dia kan jadi milikmu selamanya sentuh dengan setulus cinta buat hatinya terbang melayang sentuh hatinya dengan sangat hati-hati bila ingin rebut hatinya a..a..oo...karna bagian itu sungguh sangat bisa buat perempuan dimabuk kepayang, dimabuk asmara di manakah bagian itu maukah kau tahu 
",remaja,ada satu bagi pada perempuan yang sangat peka bila sentuh oleh lelaki mana bagi itu mau kau tahu karna bagi itu hanya untuk lelaki yang cukup umur karna bagi itu sungguh sangat bisa buat perempuan mabuk kepayang mabuk asmara di mana bagi itu mau kau tahu sentuh dia tepat di hati dia kan jadi milik lama sentuh dengan tulus cinta buat hati terbang layang sentuh hati dengan sangat hati bila ingin rebut hati a a oo karna bagi itu sungguh sangat bisa buat perempuan mabuk kepayang mabuk asmara di mana bagi itu mau kau tahu,3
276,Lirik Lagu Ratusan Purnama feat. Marthino Lio - Me,ratusan purnama berlalu tapi cinta tak pernah berlalu walau kau usir aku di hidupmu tapi cintaku tetap diam ratusan purnama berlalu sendirian aku tanpa cinta tak pernah ada cinta yang lain hatiku terbuka hanya untukmu duhai cinta enggan menawar rasa gelombang marahmu terlalu berlebih berderik-derik bunyi jantung kubila ku kenang wajahmu biar jauh jarak pandang kita namun hati dan jiwaku selalu merasa di sisimu duhai cinta sulit ku meraba diam dan dinginmu ribuan hari ku mengingatmu membaca semua puisimu mengering raga ini menantimu ratusan purnama cinta kita kembali duhai cinta enggan menawar rasa gelombang marahmu terlalu berlebih berderik-derik bunyi jantung kubila ku kenang wajahmu biar jauh jarak pandang kita namun hati dan jiwaku selalu merasa di sisimu duhai cinta sulit ku meraba diam dan dingin muribuan hari ku mengingatmu membaca semua puisimu mengering raga ini menantimu ratusan purnama cinta kita kembali lagi ratusan purnama cinta kita kembali,remaja,ratus purnama lalu tapi cinta tak pernah lalu walau kau usir aku di hidup tapi cinta tetap diam ratus purnama lalu sendiri aku tanpa cinta tak pernah ada cinta yang lain hati buka hanya untuk duhai cinta enggan tawar rasa gelombang marah terlalu lebih derik bunyi jantung bila ku kenang wajah biar jauh jarak pandang kita namun hati dan jiwa selalu rasa di sisi duhai cinta sulit ku raba diam dan dingin ribu hari ku ingat baca semua puisi ering raga ini nanti ratus purnama cinta kita kembali duhai cinta enggan tawar rasa gelombang marah terlalu lebih derik bunyi jantung bila ku kenang wajah biar jauh jarak pandang kita namun hati dan jiwa selalu rasa di sisi duhai cinta sulit ku raba diam dan dingin muribuan hari ku ingat baca semua puisi ering raga ini nanti ratus purnama cinta kita kembali lagi ratus purnama cinta kita kembali,1
